stigmaID,plantID,slide#,cover,day,round,month,year,stigma#,dpurp_pollen,amocan_pollen,aster_pollen,dcand_pollen,unknown_hetero_pollen,date_processed,processed_by,notes
10b_87_1_21july,10B,87,r,21,3,July,2018,1,25,0,0,0,4,10/29/2018,GM,
10b_87_2_21july,10B,87,r,21,3,July,2018,2,15,3,0,0,0,10/29/2018,GM,
10b_87_3_21july,10B,87,r,21,3,July,2018,3,22,0,0,0,0,10/29/2018,GM,
10b_87_4_21july,10B,87,r,21,3,July,2018,4,3,0,0,0,0,10/29/2018,GM,
6b_88_1_21july,6B,88,l,21,3,July,2018,1,31,0,0,1,0,10/29/2018,GM,
6b_88_2_21july,6B,88,l,21,3,July,2018,2,22,3,0,0,0,10/29/2018,GM,
6b_88_3_21july,6B,88,l,21,3,July,2018,3,16,0,0,0,0,10/29/2018,GM,
6b_88_4_21july,6B,88,l,21,3,July,2018,4,34,0,0,0,0,10/29/2018,GM,
6b_88_1_21july,6B,88,r,21,3,July,2018,1,7,0,0,0,0,10/29/2018,GM,
6b_88_2_21july,6B,88,r,21,3,July,2018,2,0,0,0,0,0,10/29/2018,GM,
6b_88_3_21july,6B,88,r,21,3,July,2018,3,30,1,0,0,0,10/29/2018,GM,
6b_88_4_21july,6B,88,r,21,3,July,2018,4,25,0,0,0,2,10/29/2018,GM,
6b_89_1_21july,6B,89,l,21,3,July,2018,1,18,0,0,0,4,10/29/2018,GM,
6b_89_2_21july,6B,89,l,21,3,July,2018,2,17,0,0,2,1,10/29/2018,GM,
6b_89_3_21july,6B,89,l,21,3,July,2018,3,0,0,0,0,0,10/29/2018,GM,
1b_89_1_21july,1B,89,r,21,3,July,2018,1,19,0,0,0,0,10/29/2018,GM,
1b_89_2_21july,1B,89,r,21,3,July,2018,2,2,0,0,0,0,10/29/2018,GM,
1b_89_3_21july,1B,89,r,21,3,July,2018,3,12,0,0,0,0,10/29/2018,GM,
1b_89_4_21july,1B,89,r,21,3,July,2018,4,17,4,0,0,0,10/29/2018,GM,
1b_90_1_21july,1B,90,l,21,3,July,2018,1,6,3,0,0,0,10/29/2018,GM,
1b_90_2_21july,1B,90,l,21,3,July,2018,2,NA,NA,NA,NA,NA,10/29/2018,GM,
1b_90_3_21july,1B,90,l,21,3,July,2018,3,27,0,0,0,0,10/29/2018,GM,
1b_90_4_21july,1B,90,l,21,3,July,2018,4,17,0,0,0,0,10/29/2018,GM,
1b_90_1_21july,1B,90,r,21,3,July,2018,1,26,0,0,0,3,10/29/2018,GM,
1b_90_2_21july,1B,90,r,21,3,July,2018,2,27,0,0,0,0,10/29/2018,GM,
9b_91_1_21july,9B,91,l,21,3,July,2018,1,0,0,0,0,0,10/29/2018,GM,
9b_91_2_21july,9B,91,l,21,3,July,2018,2,15,0,0,0,2,10/29/2018,GM,
9b_91_3_21july,9B,91,l,21,3,July,2018,3,15,0,0,0,3,10/29/2018,GM,
9b_91_1_21july,9B,91,r,21,3,July,2018,1,1,0,0,0,0,10/29/2018,GM,
9b_91_2_21july,9B,91,r,21,3,July,2018,2,17,0,0,0,3,10/29/2018,GM,
9b_91_3_21july,9B,91,r,21,3,July,2018,3,22,1,0,0,0,10/29/2018,GM,
9b_92_1_21july,9B,92,l,21,3,July,2018,1,8,0,0,0,2,10/29/2018,GM,
9b_92_2_21july,9B,92,l,21,3,July,2018,2,12,4,0,0,1,10/29/2018,GM,
9b_92_3_21july,9B,92,l,21,3,July,2018,3,27,0,0,0,0,10/29/2018,GM,
9b_92_4_21july,9B,92,l,21,3,July,2018,4,9,0,0,0,2,10/29/2018,GM,
3b_92_1_21july,3B,92,r,21,3,July,2018,1,0,0,0,0,0,10/29/2018,GM,
5b_93_1_21july,5B,93,l,21,3,July,2018,1,13,2,0,0,0,10/29/2018,GM,
5b_93_2_21july,5B,93,l,21,3,July,2018,2,16,1,0,0,0,10/29/2018,GM,
5b_93_3_21july,5B,93,l,21,3,July,2018,3,1,0,0,0,0,10/29/2018,GM,
5b_93_4_21july,5B,93,l,21,3,July,2018,4,6,0,0,0,1,10/29/2018,GM,
5b_93_1_21july,5B,93,r,21,3,July,2018,1,NA,NA,NA,NA,NA,10/29/2018,GM,no tip
5b_93_2_21july,5B,93,r,21,3,July,2018,2,6,0,0,0,1,10/29/2018,GM,
5b_93_3_21july,5B,93,r,21,3,July,2018,3,2,0,0,0,0,10/29/2018,GM,
22b_94_1_21july,22B,94,l,21,3,July,2018,1,7,4,2,0,0,10/29/2018,GM,
22b_94_2_21july,22B,94,l,21,3,July,2018,2,1,0,0,0,0,10/29/2018,GM,
22b_94_3_21july,22B,94,l,21,3,July,2018,3,1,0,0,0,0,10/29/2018,GM,
22b_94_1_21july,22B,94,r,21,3,July,2018,1,10,1,1,0,1,10/29/2018,GM,
22b_94_2_21july,22B,94,r,21,3,July,2018,2,18,0,0,0,3,10/29/2018,GM,
26b_95_1_21july,26B,95,l,21,3,July,2018,1,0,0,0,0,0,10/29/2018,GM,
26b_95_2_21july,26B,95,l,21,3,July,2018,2,0,0,0,0,0,10/29/2018,GM,
26b_95_3_21july,26B,95,l,21,3,July,2018,3,0,0,0,0,0,10/29/2018,GM,
8b_95_1_21july,8B,95,r,21,3,July,2018,1,0,0,0,0,0,10/29/2018,GM,
8b_95_2_21july,8B,95,r,21,3,July,2018,2,14,1,0,1,1,10/29/2018,GM,
29b_96_1_21july,29B,96,l,21,3,July,2018,1,2,5,0,0,0,10/29/2018,GM,
4b_96_1_21july,4B,96,r,21,3,July,2018,1,3,0,0,0,0,10/29/2018,GM,
4b_96_2_21july,4B,96,r,21,3,July,2018,2,7,0,0,0,0,10/29/2018,GM,
30b_97_1_21july,30B,97,l,21,3,July,2018,1,6,8,16,0,6,10/29/2018,GM,
30b_97_2_21july,30B,97,l,21,3,July,2018,2,13,6,7,0,0,10/29/2018,GM,
30b_97_3_21july,30B,97,l,21,3,July,2018,3,10,6,10,0,0,10/29/2018,GM,
28ub_97_1_21july,28UB,97,r,21,3,July,2018,1,1,0,0,0,0,10/29/2018,GM,
28ub_97_2_21july,28UB,97,r,21,3,July,2018,2,24,1,0,0,1,10/29/2018,GM,
28ub_97_3_21july,28UB,97,r,21,3,July,2018,3,NA,NA,NA,NA,NA,10/29/2018,GM,no tip
28ub_97_4_21july,28UB,97,r,21,3,July,2018,4,14,20,2,0,3,10/29/2018,GM,
28ub_98_1_21july,28UB,98,l,21,3,July,2018,1,10,0,0,0,0,10/29/2018,AK,
28ub_98_2_21july,28UB,98,l,21,3,July,2018,2,2,0,0,0,0,10/29/2018,AK,
28ub_98_3_21july,28UB,98,l,21,3,July,2018,3,21,1,0,0,1,10/29/2018,AK,ALAN CHECK: tip of stigma is outside of cover slip? hard to distinguish all pollen grains but can't repress
29ub_98_1_21july,29UB,98,r,21,3,July,2018,1,3,0,0,0,1,10/29/2018,AK,
29ub_98_2_21july,29UB,98,r,21,3,July,2018,2,9,1,0,0,2,10/29/2018,AK,
29ub_98_3_21july,29UB,98,r,21,3,July,2018,3,12,1,1,0,0,10/29/2018,AK,"labeled as '4s' but only 3 stigma, 1 anther was pressed"
30ub_99_1_21july,30UB,99,l,21,3,July,2018,1,15,0,2,0,4,10/29/2018,AK,
30ub_99_2_21july,30UB,99,l,21,3,July,2018,2,10,2,0,0,0,10/29/2018,AK,
30ub_99_3_21july,30UB,99,l,21,3,July,2018,3,1,0,0,0,0,10/29/2018,AK,
27ub_99_1_21july,27UB,99,r,21,3,July,2018,1,4,4,0,0,0,10/29/2018,AK,
27ub_99_2_21july,27UB,99,r,21,3,July,2018,2,NA,NA,NA,NA,NA,10/29/2018,AK,"tip missing, 1 dpurp pollen nearby"
27ub_99_3_21july,27UB,99,r,21,3,July,2018,3,3,0,1,0,0,10/29/2018,AK,
27ub_100_1_21july,27UB,100,l,21,3,July,2018,1,0,0,0,0,0,10/29/2018,AK,
27ub_100_2_21july,27UB,100,l,21,3,July,2018,2,2,7,0,1,0,10/29/2018,AK,
27ub_100_3_21july,27UB,100,l,21,3,July,2018,3,23,0,1,0,0,10/29/2018,AK,
26ub_100_1_21july,26UB,100,r,21,3,July,2018,1,1,0,0,0,1,10/29/2018,AK,
25ub_101_1_21july,25UB,101,l,21,3,July,2018,1,1,7,0,0,0,10/29/2018,AK,
25ub_101_2_21july,25UB,101,l,21,3,July,2018,2,0,0,0,0,0,10/29/2018,AK,
25ub_101_3_21july,25UB,101,l,21,3,July,2018,3,0,0,0,0,1,10/29/2018,AK,
25ub_101_1_21july,25UB,101,r,21,3,July,2018,1,0,0,0,0,0,10/29/2018,AK,
25ub_101_2_21july,25UB,101,r,21,3,July,2018,2,4,2,0,0,2,10/29/2018,AK,
25ub_101_3_21july,25UB,101,r,21,3,July,2018,3,0,0,1,0,0,10/29/2018,AK,
24ub_102_1_21july,24UB,102,l,21,3,July,2018,1,13,0,0,0,0,10/29/2018,AK,
24ub_102_2_21july,24UB,102,l,21,3,July,2018,2,1,0,0,0,0,10/29/2018,AK,
24ub_102_3_21july,24UB,102,l,21,3,July,2018,3,3,0,0,0,0,10/29/2018,AK,
22ub_102_1_21july,22UB,102,r,21,3,July,2018,1,13,1,2,0,0,10/29/2018,AK,
22ub_102_2_21july,22UB,102,r,21,3,July,2018,2,21,0,0,0,0,10/29/2018,AK,
5b_103_1_24july,5B,103,l,24,4,July,2018,1,10,1,0,0,0,10/29/2018,AK,
5b_103_2_24july,5B,103,l,24,4,July,2018,2,6,0,0,1,0,10/29/2018,AK,
5b_103_3_24july,5B,103,l,24,4,July,2018,3,0,0,0,0,0,10/29/2018,AK,
5b_103_4_24july,5B,103,l,24,4,July,2018,4,7,0,0,0,0,10/29/2018,AK,
1b_103_1_24july,1B,103,r,24,4,July,2018,1,3,0,0,0,0,10/29/2018,AK,
1b_103_2_24july,1B,103,r,24,4,July,2018,2,7,0,0,0,0,10/29/2018,AK,
1b_103_3_24july,1B,103,r,24,4,July,2018,3,18,0,2,0,0,10/29/2018,AK,
3b_104_1_24july,3B,104,l,24,4,July,2018,1,11,1,0,0,1,10/29/2018,AK,
2b_104_1_24july,2B,104,r,24,4,July,2018,1,2,0,0,0,1,10/29/2018,AK,
2b_104_2_24july,2B,104,r,24,4,July,2018,2,1,0,0,0,0,10/29/2018,AK,
2b_104_3_24july,2B,104,r,24,4,July,2018,3,3,0,0,0,0,10/29/2018,AK,
6b_105_1_24july,6B,105,l,24,4,July,2018,1,13,0,0,0,0,10/29/2018,AK,
6b_105_2_24july,6B,105,l,24,4,July,2018,2,25,0,0,0,0,10/29/2018,AK,
6b_105_3_24july,6B,105,l,24,4,July,2018,3,31,0,0,0,0,10/29/2018,AK,
6b_105_1_24july,6B,105,r,24,4,July,2018,1,16,0,0,1,1,10/29/2018,AK,
6b_105_2_24july,6B,105,r,24,4,July,2018,2,2,0,0,0,0,10/29/2018,AK,
6b_105_3_24july,6B,105,r,24,4,July,2018,3,24,0,0,0,0,10/29/2018,AK,
31ub_106_1_24july,31UB,106,l,24,4,July,2018,1,15,0,0,0,0,10/29/2018,AK,
8ub_106_1_24july,8UB,106,r,24,4,July,2018,1,0,0,0,0,0,10/29/2018,AK,
3ub_107_1_24july,3UB,107,l,24,4,July,2018,1,0,0,0,0,0,10/29/2018,AK,
3ub_107_2_24july,3UB,107,l,24,4,July,2018,2,9,0,0,0,1,10/29/2018,AK,
3ub_107_3_24july,3UB,107,l,24,4,July,2018,3,10,1,0,0,0,10/29/2018,AK,
3ub_107_4_24july,3UB,107,l,24,4,July,2018,4,7,0,0,1,0,10/29/2018,AK,
4ub_107_1_24july,4UB,107,r,24,4,July,2018,1,6,0,0,0,1,10/29/2018,AK,
4ub_107_2_24july,4UB,107,r,24,4,July,2018,2,NA,NA,NA,NA,NA,10/29/2018,AK,stigma tip removed
1ub_108_1_24july,1UB,108,l,24,4,July,2018,1,8,0,0,0,0,10/29/2018,AK,
1ub_108_2_24july,1UB,108,l,24,4,July,2018,2,0,0,0,0,0,10/29/2018,AK,
1ub_108_3_24july,1UB,108,l,24,4,July,2018,3,9,0,0,0,0,10/29/2018,AK,
1ub_108_4_24july,1UB,108,l,24,4,July,2018,4,7,4,0,0,0,10/29/2018,AK,
1ub_108_1_24july,1UB,108,r,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
1ub_108_2_24july,1UB,108,r,24,4,July,2018,2,5,0,0,0,0,10/31/2018,GM,
1ub_108_3_24july,1UB,108,r,24,4,July,2018,3,9,0,1,0,3,10/31/2018,GM,
6ub_109_1_24july,6UB,109,l,24,4,July,2018,1,22,0,0,0,1,10/31/2018,GM,
6ub_109_2_24july,6UB,109,l,24,4,July,2018,2,9,0,0,0,0,10/31/2018,GM,
6ub_109_3_24july,6UB,109,l,24,4,July,2018,3,7,0,0,0,0,10/31/2018,GM,
6ub_109_4_24july,6UB,109,l,24,4,July,2018,4,4,0,0,0,0,10/31/2018,GM,
9ub_109_1_24july,9UB,109,r,24,4,July,2018,1,2,0,0,0,0,10/31/2018,GM,
9ub_109_2_24july,9UB,109,r,24,4,July,2018,2,0,0,0,0,2,10/31/2018,GM,
5ub_110_1_24july,5UB,110,l,24,4,July,2018,1,9,0,2,0,0,10/31/2018,GM,
32ub_110_2_24july,32UB,110,l,24,4,July,2018,2,2,0,0,0,4,10/31/2018,GM,
32ub_110_1_24july,32UB,110,r,24,4,July,2018,1,7,2,0,0,1,10/31/2018,GM,
2ub_111_1_24july,2UB,111,l,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
20b_111_1_24july,20B,111,r,24,4,July,2018,1,1,0,0,1,0,10/31/2018,GM,
20b_111_2_24july,20B,111,r,24,4,July,2018,2,6,0,0,0,2,10/31/2018,GM,
20b_111_3_24july,20B,111,r,24,4,July,2018,3,2,0,0,0,0,10/31/2018,GM,
20b_111_4_24july,20B,111,r,24,4,July,2018,4,NA,NA,NA,NA,NA,10/31/2018,GM,tip seems to be missing
12b_112_1_24july,12B,112,l,24,4,July,2018,1,1,0,0,0,0,10/31/2018,GM,
12b_112_2_24july,12B,112,l,24,4,July,2018,2,1,0,0,0,0,10/31/2018,GM,
13b_112_1_24july,13B,112,r,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
13b_112_2_24july,13B,112,r,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
13b_112_3_24july,13B,112,r,24,4,July,2018,3,0,0,0,0,0,10/31/2018,GM,
13b_112_4_24july,13B,112,r,24,4,July,2018,4,0,0,0,0,0,10/31/2018,GM,
10b_113_1_24july,10B,113,l,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
10b_113_2_24july,10B,113,l,24,4,July,2018,2,7,0,0,0,0,10/31/2018,GM,
10b_113_3_24july,10B,113,l,24,4,July,2018,3,6,0,0,0,2,10/31/2018,GM,
10b_113_4_24july,10B,113,l,24,4,July,2018,4,10,0,0,0,0,10/31/2018,GM,
10b_113_1_24july,10B,113,r,24,4,July,2018,1,13,1,0,0,0,10/31/2018,GM,
10b_113_2_24july,10B,113,r,24,4,July,2018,2,10,0,0,0,1,10/31/2018,GM,
10b_113_3_24july,10B,113,r,24,4,July,2018,3,17,0,0,0,1,10/31/2018,GM,
31b_114_1_24july,31B,114,l,24,4,July,2018,1,2,0,0,0,0,10/31/2018,GM,
4b_114_1_24july,4B,114,r,24,4,July,2018,1,3,0,0,0,0,10/31/2018,GM,
4b_114_2_24july,4B,114,r,24,4,July,2018,2,8,0,0,0,0,10/31/2018,GM,
4b_114_3_24july,4B,114,r,24,4,July,2018,3,12,0,0,0,0,10/31/2018,GM,
4b_114_4_24july,4B,114,r,24,4,July,2018,4,10,0,0,0,3,10/31/2018,GM,
7b_115_1_24july,7B,115,l,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
7b_115_2_24july,7B,115,l,24,4,July,2018,2,8,1,0,0,0,10/31/2018,GM,
9b_115_1_24july,9B,115,r,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
9b_115_2_24july,9B,115,r,24,4,July,2018,2,2,0,0,0,0,10/31/2018,GM,
9b_115_3_24july,9B,115,r,24,4,July,2018,3,0,0,0,0,0,10/31/2018,GM,
9b_116_1_24july,9B,116,l,24,4,July,2018,1,9,0,0,0,0,10/31/2018,GM,
9b_116_2_24july,9B,116,l,24,4,July,2018,2,7,0,0,0,0,10/31/2018,GM,
9b_116_3_24july,9B,116,l,24,4,July,2018,3,10,0,0,0,1,10/31/2018,GM,
38ub_116_1_24july,38UB,116,r,24,4,July,2018,1,20,0,0,2,2,10/31/2018,GM,
38ub_116_2_24july,38UB,116,r,24,4,July,2018,2,18,0,5,0,3,10/31/2018,GM,
38ub_116_3_24july,38UB,116,r,24,4,July,2018,3,9,0,0,0,3,10/31/2018,GM,
38ub_116_4_24july,38UB,116,r,24,4,July,2018,4,18,0,0,0,1,10/31/2018,GM,
34ub_117_1_24july,34UB,117,l,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
34ub_117_2_24july,34UB,117,l,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
34ub_117_3_24july,34UB,117,l,24,4,July,2018,3,0,0,0,0,0,10/31/2018,GM,
34ub_117_4_24july,34UB,117,l,24,4,July,2018,4,1,0,0,0,0,10/31/2018,GM,
19ub_117_1_24july,19UB,117,r,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
19ub_117_2_24july,19UB,117,r,24,4,July,2018,2,1,0,0,0,4,10/31/2018,GM,
19ub_117_3_24july,19UB,117,r,24,4,July,2018,3,3,0,0,0,0,10/31/2018,GM,
19ub_118_1_24july,19UB,118,l,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
19ub_118_2_24july,19UB,118,l,24,4,July,2018,2,0,0,1,0,0,10/31/2018,GM,
15b_118_1_24july,15B,118,r,24,4,July,2018,1,1,0,0,0,0,10/31/2018,GM,
15b_118_2_24july,15B,118,r,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
15b_118_3_24july,15B,118,r,24,4,July,2018,3,4,0,0,0,0,10/31/2018,GM,
14ub_119_1_24july,14UB,119,l,24,4,July,2018,1,2,0,0,0,2,10/31/2018,GM,
14ub_119_2_24july,14UB,119,l,24,4,July,2018,2,29,1,0,0,5,10/31/2018,GM,
11ub_119_1_24july,11UB,119,r,24,4,July,2018,1,19,0,0,0,2,10/31/2018,GM,
11ub_119_2_24july,11UB,119,r,24,4,July,2018,2,1,0,1,0,0,10/31/2018,GM,
17ub_120_1_24july,17UB,120,l,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
35b_120_1_24july,35B,120,r,24,4,July,2018,1,9,0,0,0,0,10/31/2018,GM,
35b_120_2_24july,35B,120,r,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
35b_120_3_24july,35B,120,r,24,4,July,2018,3,11,0,0,0,4,10/31/2018,GM,
14b_121_1_24july,14B,121,l,24,4,July,2018,1,NA,NA,NA,NA,NA,10/31/2018,GM,tip missing
14b_121_2_24july,14B,121,l,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
11b_121_1_24july,11B,121,r,24,4,July,2018,1,2,0,0,0,0,10/31/2018,GM,
11b_121_2_24july,11B,121,r,24,4,July,2018,2,11,1,3,0,2,10/31/2018,GM,
16b_122_1_24july,16B,122,l,24,4,July,2018,1,6,0,0,0,2,10/31/2018,GM,
16b_122_2_24july,16B,122,l,24,4,July,2018,2,17,0,0,0,0,10/31/2018,GM,
16b_122_3_24july,16B,122,l,24,4,July,2018,3,10,0,0,0,0,10/31/2018,GM,
16b_122_1_24july,16B,122,r,24,4,July,2018,1,NA,NA,NA,NA,NA,10/31/2018,GM,tip missing
16b_122_2_24july,16B,122,r,24,4,July,2018,2,12,0,0,0,0,10/31/2018,GM,
17b_123_1_24july,17B,123,l,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
38b_123_1_24july,38B,123,r,24,4,July,2018,1,5,0,0,0,2,10/31/2018,GM,
38b_123_2_24july,38B,123,r,24,4,July,2018,2,15,1,0,0,0,10/31/2018,GM,
38b_123_3_24july,38B,123,r,24,4,July,2018,3,1,0,0,0,0,10/31/2018,GM,
35b_124_1_24july,35B,124,l,24,4,July,2018,1,1,0,0,0,0,10/31/2018,GM,
35b_124_2_24july,35B,124,l,24,4,July,2018,2,4,0,0,0,1,10/31/2018,GM,
35b_124_3_24july,35B,124,l,24,4,July,2018,3,2,0,0,0,0,10/31/2018,GM,
35b_124_1_24july,35B,124,r,24,4,July,2018,1,4,0,0,0,0,10/31/2018,GM,
35b_124_2_24july,35B,124,r,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
26b_125_1_24july,26B,125,l,24,4,July,2018,1,6,0,0,0,0,10/31/2018,GM,
26b_125_2_24july,26B,125,l,24,4,July,2018,2,0,0,4,0,0,10/31/2018,GM,
26b_125_3_24july,26B,125,l,24,4,July,2018,3,19,0,0,0,1,10/31/2018,GM,
27b_125_1_24july,27B,125,r,24,4,July,2018,1,26,0,2,0,1,10/31/2018,GM,
27b_125_2_24july,27B,125,r,24,4,July,2018,2,7,0,2,0,0,10/31/2018,GM,
27b_125_3_24july,27B,125,r,24,4,July,2018,3,0,0,0,0,0,10/31/2018,GM,
29b_126_1_24july,29B,126,l,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
29b_126_2_24july,29B,126,l,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
22b_126_1_24july,22B,126,r,24,4,July,2018,1,2,0,0,0,0,10/31/2018,GM,
30b_127_1_24july,30B,127,l,24,4,July,2018,1,1,0,1,0,1,10/31/2018,GM,
23b_127_1_24july,23B,127,r,24,4,July,2018,1,0,0,0,0,0,10/31/2018,GM,
23b_127_2_24july,23B,127,r,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,stigma very thin and looks dehydrated/shrivled
26ub_128_1_24july,26UB,128,l,24,4,July,2018,1,3,0,0,0,0,10/31/2018,GM,
39ub_128_1_24july,39UB,128,r,24,4,July,2018,1,6,0,0,1,0,10/31/2018,GM,
39ub_128_2_24july,39UB,128,r,24,4,July,2018,2,1,0,0,0,0,10/31/2018,GM,
25ub_129_1_24july,25UB,129,l,24,4,July,2018,1,5,0,0,0,0,10/31/2018,GM,
25ub_129_2_24july,25UB,129,l,24,4,July,2018,2,8,0,0,0,1,10/31/2018,GM,
25ub_129_3_24july,25UB,129,l,24,4,July,2018,3,0,1,1,0,0,10/31/2018,GM,
25ub_129_1_24july,25UB,129,r,24,4,July,2018,1,1,0,0,0,0,10/31/2018,GM,
25ub_129_2_24july,25UB,129,r,24,4,July,2018,2,4,0,2,3,0,10/31/2018,GM,
22ub_130_1_24july,22UB,130,l,24,4,July,2018,1,7,0,0,0,0,10/31/2018,GM,
29ub_130_1_24july,29UB,130,r,24,4,July,2018,1,5,0,0,1,1,10/31/2018,GM,
29ub_130_2_24july,29UB,130,r,24,4,July,2018,2,7,2,0,0,0,10/31/2018,GM,
22ub_131_1_24july,22UB,131,l,24,4,July,2018,1,1,0,0,0,0,10/31/2018,GM,
30ub_131_1_24july,30UB,131,r,24,4,July,2018,1,13,0,0,0,0,10/31/2018,GM,
30ub_131_2_24july,30UB,131,r,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
28ub_132_1_24july,28UB,132,l,24,4,July,2018,1,NA,NA,NA,NA,NA,10/31/2018,GM,tip missing
28ub_132_2_24july,28UB,132,l,24,4,July,2018,2,10,0,0,1,1,10/31/2018,GM,
28ub_132_3_24july,28UB,132,l,24,4,July,2018,3,8,0,0,0,1,10/31/2018,GM,
28ub_132_1_24july,28UB,132,r,24,4,July,2018,1,2,0,0,0,0,10/31/2018,GM,
28ub_132_2_24july,28UB,132,r,24,4,July,2018,2,2,0,0,0,1,10/31/2018,GM,
27ub_133_1_24july,27UB,133,l,24,4,July,2018,1,4,0,0,0,0,10/31/2018,GM,
27ub_133_2_24july,27UB,133,l,24,4,July,2018,2,0,0,0,0,0,10/31/2018,GM,
17b_133_1_30july,17B,133,r,30,6,July,2018,1,2,0,0,0,0,10/31/2018,GM,
35b_134_1_30july,35B,134,l,30,6,July,2018,1,NA,NA,NA,NA,NA,10/31/2018,GM,tip missing
19b_134_1_30july,19B,134,r,30,6,July,2018,1,9,0,0,0,1,10/31/2018,GM,
19b_134_2_30july,19B,134,r,30,6,July,2018,2,11,0,0,0,2,10/31/2018,GM,
19b_134_3_30july,19B,134,r,30,6,July,2018,3,13,0,0,0,1,10/31/2018,GM,
34b_135_1_30july,34B,135,l,30,6,July,2018,1,0,0,0,0,0,10/31/2018,GM,
45b_135_1_30july,45B,135,r,30,6,July,2018,1,1,0,0,0,0,10/31/2018,GM,
44b_136_1_30july,44B,136,l,30,6,July,2018,1,4,0,0,0,0,10/31/2018,GM,
36b_136_1_30july,36B,136,r,30,6,July,2018,1,0,0,0,0,0,10/31/2018,GM,
36b_136_2_30july,36B,136,r,30,6,July,2018,2,0,0,0,0,0,10/31/2018,GM,
14b_137_1_30july,14B,137,l,30,6,July,2018,1,NA,NA,NA,NA,NA,10/31/2018,GM,tip missing
16b_137_1_30july,16B,137,r,30,6,July,2018,1,4,0,0,0,0,10/31/2018,GM,
16b_137_2_30july,16B,137,r,30,6,July,2018,2,12,0,0,0,1,10/31/2018,GM,
16b_137_3_30july,16B,137,r,30,6,July,2018,3,3,0,0,0,0,10/31/2018,GM,
16b_137_4_30july,16B,137,r,30,6,July,2018,4,1,0,0,0,1,10/31/2018,GM,
45ub_138_1_30july,45UB,138,l,30,6,July,2018,1,1,0,0,0,0,10/31/2018,GM,
45ub_138_2_30july,45UB,138,l,30,6,July,2018,2,12,0,0,3,1,10/31/2018,GM,
45ub_138_3_30july,45UB,138,l,30,6,July,2018,3,0,0,0,0,0,10/31/2018,GM,
45ub_138_4_30july,45UB,138,l,30,6,July,2018,4,6,0,0,0,1,10/31/2018,GM,
36ub_138_1_30july,36UB,138,r,30,6,July,2018,1,0,0,0,0,0,10/31/2018,GM,
36ub_138_2_30july,36UB,138,r,30,6,July,2018,2,0,0,0,0,0,10/31/2018,GM,
36ub_138_3_30july,36UB,138,r,30,6,July,2018,3,0,0,0,0,0,10/31/2018,GM,
19ub_139_1_30july,19UB,139,l,30,6,July,2018,1,0,0,0,0,0,10/31/2018,GM,
19ub_139_2_30july,19UB,139,l,30,6,July,2018,2,0,0,0,0,0,10/31/2018,GM,
14ub_139_1_30july,14UB,139,r,30,6,July,2018,1,0,0,0,0,0,10/31/2018,GM,
14ub_139_2_30july,14UB,139,r,30,6,July,2018,2,NA,NA,NA,NA,NA,10/31/2018,GM,tip missing
14ub_139_3_30july,14UB,139,r,30,6,July,2018,3,13,0,0,0,0,10/31/2018,GM,
45ub_140_1_30july,45UB,140,l,30,6,July,2018,1,0,0,0,0,0,10/31/2018,GM,
45ub_140_2_30july,45UB,140,l,30,6,July,2018,2,2,0,0,0,0,10/31/2018,GM,
37b_140_1_30july,37B,140,r,30,6,July,2018,1,0,0,0,0,0,10/31/2018,GM,
26b_141_1_30july,26B,141,l,30,6,July,2018,1,7,0,6,0,3,10/31/2018,GM,"repressed, pollen near stigma was on stigma before repressing"
41b_141_1_30july,41B,141,r,30,6,July,2018,1,12,0,1,0,0,10/31/2018,GM,
41b_141_2_30july,41B,141,r,30,6,July,2018,2,26,0,0,0,1,10/31/2018,GM,
41b_141_3_30july,41B,141,r,30,6,July,2018,3,19,0,0,0,0,10/31/2018,GM,
41b_141_4_30july,41B,141,r,30,6,July,2018,4,20,0,1,0,0,10/31/2018,GM,
41b_142_1_30july,41B,142,l,30,6,July,2018,1,16,0,4,0,2,10/31/2018,GM,
41b_142_2_30july,41B,142,l,30,6,July,2018,2,18,0,0,0,0,10/31/2018,GM,
