plantID,round,year,month,day,#bloom_flwheads,head1,head1_RF,head2,head2_RF,head3,head3_RF,head4,head4_RF,head5,head5_RF,#pre_flwheads,#post_flwheads,#stems,#stigma,observer,entered by,Column 18
8UB,5,2018,July,26,1,6,F,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,
7UB,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,AR,ED,
5UB,5,2018,July,26,2,12,R,2,F,0,0,0,0,0,0,0,0,2,2,AR,ED,
4UB,5,2018,July,26,1,1,F,0,0,0,0,0,0,0,0,0,2,5,1,AR,ED,
6UB,5,2018,July,26,2,4,F,4,F,0,0,0,0,0,0,1,0,3,2,AR,ED,
3UB,5,2018,July,26,2,12,R,12,R,0,0,0,0,0,0,0,0,2,2,AR,ED,
2UB,5,2018,July,26,1,12,R,0,0,0,0,0,0,0,0,0,7,2,1,AR,ED,
33UB,5,2018,July,26,1,5,F,0,0,0,0,0,0,0,0,0,0,4,1,AR,ED,
10UB,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,AR,ED,
43UB,5,2018,July,27,1,18,R,0,0,0,0,0,0,0,0,1,0,2,2,AR,ED,
45UB,5,2018,July,27,10,12,R,12,R,12,R,6,R,6,R,12,0,3,5,AR,ED,
44UB,5,2018,July,27,1,8,F,0,0,0,0,0,0,0,0,1,0,3,1,AR,ED,
40UB,5,2018,July,27,1,1,F,0,0,0,0,0,0,0,0,1,0,3,1,AR,ED,
41UB,5,2018,July,27,2,24,R,24,R,0,0,0,0,0,0,2,0,2,4,AR,ED,
42UB,5,2018,July,27,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,AR,ED,
42B,5,2018,July,27,1,9,F,0,0,0,0,0,0,0,0,0,0,2,1,AR,ED,
41B,5,2018,July,27,5,12,R,12,R,12,R,6,R,2,F,5,0,2,5,AR,ED,
40B,5,2018,July,27,3,12,R,12,R,1,F,0,0,0,0,2,0,5,3,AR,ED,
43B,5,2018,July,27,1,2,F,0,0,0,0,0,0,0,0,3,0,2,1,AR,ED,according to notes stigma pulled on 27//added 14Feb 2019 AR
44B,5,2018,July,27,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,AR,ED,
45B,5,2018,July,27,1,2,F,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,according to notes stigma pulled 27//added 14Feb 2019 AR
46B,5,2018,July,27,1,3,F,0,0,0,0,0,0,0,0,3,0,4,1,AR,ED,
47B,5,2018,July,27,1,2,F,0,0,0,0,0,0,0,0,0,0,2,1,AR,ED,
48B,5,2018,July,27,1,6,F,0,0,0,0,0,0,0,0,1,0,2,1,AR,ED,
46UB,5,2018,July,27,1,24,R,0,0,0,0,0,0,0,0,0,0,1,2,AR,ED,
47UB,5,2018,July,27,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,AR,ED,date of first flower probably 27th//added 14feb2019 AR
48UB,5,2018,July,27,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,AR,ED,
9B,4,2018,July,23,14,24,R,12,R,12,R,12,R,12,R,0,0,7,6,AR,ED,
5B,4,2018,July,23,4,3,F,2,F,12,R,12,R,0,0,0,1,5,4,AR,ED,
32B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,AR,ED,
33B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,AR,ED,
3B,4,2018,July,23,1,12,R,0,0,0,0,0,0,0,0,4,0,5,1,AR,ED,
12B,4,2018,July,23,9,12,R,12,R,12,R,3,F,60,R,1,1,8,5,AR,ED,most flowers eaten
11B,4,2018,July,23,3,6,R,6,R,2,F,0,0,0,0,0,0,3,5,AR,ED,
13B,4,2018,July,23,2,24,R,12,R,0,0,0,0,0,0,0,0,2,3,AR,ED,
14B,4,2018,July,23,3,24,R,24,R,24,R,0,0,0,0,1,0,4,2,AR,ED,
15B,4,2018,July,23,2,6,F,2,F,0,0,0,0,0,0,0,0,2,0,AR,ED,beetles eating all pollen on flower
36B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,AR,ED,
34B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,AR,ED,
20B,4,2018,July,23,11,36,R,12,R,12,R,6,R,6,R,0,4,6,4,AR,ED,all flowers eaten
19B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,AR,ED,
35B,4,2018,July,23,1,36,R,0,0,0,0,0,0,0,0,0,0,1,3,AR,ED,
16B,4,2018,July,23,4,12,R,12,R,24,R,6,R,0,0,6,0,4,5,AR,ED,
18B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,AR,ED,
17B,4,2018,July,23,1,5,F,0,0,0,0,0,0,0,0,1,0,1,1,AR,ED,
20UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,GP,ED,
14UB,7,2018,August,1,2,2,F,12,R,0,0,0,0,0,0,0,3,2,2,GP,ED,
43UB,7,2018,August,1,2,4,F,5,F,0,0,0,0,0,0,0,0,2,2,GP,ED,
12UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
11UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
35UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,GP,ED,one stem broken
30B,5,2018,July,26,2,12,R,12,R,0,0,0,0,0,0,2,1,2,2,GP,ED,
29B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,GP,ED,
39B,5,2018,July,26,1,24,R,0,0,0,0,0,0,0,0,1,0,2,1,GP,ED,no pollen
28B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,GP,ED,
26B,5,2018,July,26,2,24,R,12,R,0,0,0,0,0,0,0,0,2,3,GP,ED,
27B,5,2018,July,26,4,24,R,12,R,12,R,12,R,0,0,0,0,1,5,GP,ED,
38B,5,2018,July,26,2,18,R,24,R,0,0,0,0,0,0,0,0,2,4,GP,ED,
24B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
37B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,GP,ED,one stem broken
23B,5,2018,July,26,1,18,R,0,0,0,0,0,0,0,0,5,1,2,2,GP,ED,
25B,5,2018,July,26,3,7,F,5,F,8,F,0,0,0,0,0,0,3,3,GP,ED,
22B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
21B,5,2018,July,26,1,6,F,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
20B,5,2018,July,26,6,3,F,12,R,12,R,12,R,5,F,0,2,4,5,GP,ED,
34B,5,2018,July,26,1,24,R,0,0,0,0,0,0,0,0,0,0,1,2,GP,ED,
36B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,GP,ED,
19B,5,2018,July,26,3,12,R,18,R,12,R,0,0,0,0,0,0,1,4,GP,ED,
35B,5,2018,July,26,1,18,R,0,0,0,0,0,0,0,0,0,0,1,2,GP,ED,
16B,5,2018,July,26,9,24,R,12,R,24,R,36,R,24,R,0,0,4,10,GP,ED,
18B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
17B,5,2018,July,26,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
15B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
14B,5,2018,July,26,4,12,R,12,R,12,R,12,R,0,0,0,0,4,4,GP,ED,
13B,5,2018,July,26,2,3,F,4,F,0,0,0,0,0,0,0,0,2,1,GP,ED,
11B,5,2018,July,26,2,3,F,4,F,0,0,0,0,0,0,1,0,2,1,GP,ED,
12B,5,2018,July,26,7,36,R,12,R,12,R,12,R,12,R,0,9,8,7,GP,ED,
5B,5,2018,July,26,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,GP,ED,
32B,5,2018,July,26,1,3,F,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
33B,5,2018,July,26,2,5,F,30,R,0,0,0,0,0,0,0,0,2,3,GP,ED,
30B,4,2018,July,23,1,12,R,0,0,0,0,0,0,0,0,4,0,2,1,GP,ED,
29B,4,2018,July,23,2,4,F,24,R,0,0,0,0,0,0,1,0,3,2,GP,ED,
28B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,GP,ED,
39B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,GP,ED,
26B,4,2018,July,23,2,12,R,12,R,0,0,0,0,0,0,0,0,2,3,GP,ED,
38B,4,2018,July,23,1,36,R,0,0,0,0,0,0,0,0,1,0,2,3,GP,ED,
24B,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
37B,4,2018,July,23,1,24,R,0,0,0,0,0,0,0,0,1,0,2,2,GP,ED,
23B,4,2018,July,23,2,18,R,12,R,0,0,0,0,0,0,5,0,2,2,GP,ED,
22B,4,2018,July,23,2,12,R,12,R,0,0,0,0,0,0,0,0,2,1,GP,ED,
21B,4,2018,July,23,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
25B,4,2018,July,23,3,7,F,12,R,12,R,0,0,0,0,0,0,3,3,GP,ED,
27B,4,2018,July,23,2,12,R,1,F,0,0,0,0,0,0,2,0,1,3,GP,ED,
37UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,GP,ED,
30UB,4,2018,July,23,2,6,R,12,R,0,0,0,0,0,0,0,0,1,2,GP,ED,
28UB,4,2018,July,23,9,6,R,12,R,5,F,12,R,12,R,0,4,4,5,GP,ED,
38UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,GP,ED,
27UB,4,2018,July,23,2,1,F,12,R,0,0,0,0,0,0,4,0,4,2,GP,ED,
26UB,4,2018,July,23,1,6,R,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
25UB,4,2018,July,23,8,12,R,12,R,12,R,12,R,12,R,2,6,3,5,GP,ED,
29UB,4,2018,July,23,5,1,F,1,F,2,F,2,F,1,F,3,3,5,2,GP,ED,
22UB,4,2018,July,23,1,3,F,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
24UB,4,2018,July,23,4,12,R,12,R,12,R,6,R,0,0,2,0,8,2,GP,ED,
39UB,4,2018,July,23,1,24,R,0,0,0,0,0,0,0,0,0,0,1,2,GP,ED,FB:23July
21UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,GP,ED,
23UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,GP,ED,
36UB,4,2018,July,23,3,36,R,6,F,4,F,0,0,0,0,5,0,5,5,GP,ED,
35UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,GP,ED,
11UB,4,2018,July,23,2,12,R,6,F,0,0,0,0,0,0,0,0,2,2,GP,ED,
12UB,4,2018,July,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,GP,ED,
33B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
10B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,GP,ED,
12B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,GP,ED,
11B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,GP,ED,
13B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
14B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,GP,ED,
15B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
45B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
36B,8,2018,August,6,2,3,F,3,F,0,0,0,0,0,0,1,0,3,2,GP,ED,
34B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
20B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,GP,ED,
44B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
19B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,GP,ED,
35B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
43B,8,2018,August,6,1,1,F,0,0,0,0,0,0,0,0,0,2,2,1,GP,ED,
16B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,GP,ED,
18B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
17B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
45UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,GP,ED,
44UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,GP,ED,
36UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,GP,ED,
35UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
11UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
12UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
14UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,GP,ED,
18UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
20UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,GP,ED,
16UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,GP,ED,
34UB,8,2018,August,6,1,1,F,0,0,0,0,0,0,0,0,0,2,3,0,GP,ED,
43UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
15UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,GP,ED,
13UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
17UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
19UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,GP,ED,
39UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
24UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,GP,ED,
21UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,GP,ED,
23UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,GP,ED,
22UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
42UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
28UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,GP,ED,
29UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,GP,ED,
27UB,8,2018,August,6,2,3,F,6,F,0,0,0,0,0,0,0,3,3,0,GP,ED,
40UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
38UB,8,2018,August,6,1,1,F,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
41UB,8,2018,August,6,2,12,R,5,F,0,0,0,0,0,0,0,2,2,0,GP,ED,
26UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
25UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,GP,ED,
37UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
30UB,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,GP,ED,
21B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
22B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
25B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,GP,ED,
37B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,GP,ED,
42B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
24B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
38B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
41B,8,2018,August,6,1,1,F,0,0,0,0,0,0,0,0,0,12,2,1,GP,ED,
26B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
28B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
39B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
29B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,GP,ED,
30B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,GP,ED,
40B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,GP,ED,stigma collected was newly opened
27B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,GP,ED,
23B,8,2018,August,6,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,GP,ED,
9UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,GP,ED,
8UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
46UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GP,ED,the 1 post flower head might still flower
7UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,GP,ED,
5UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
4UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,GP,ED,
6UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,GP,ED,
3UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
2UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,GP,ED,
10UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,GP,ED,
33UB,7,2018,August,1,2,1,F,12,R,0,0,0,0,0,0,0,0,4,2,GP,ED,2 stems broken
47UB,7,2018,August,1,1,2,F,0,0,0,0,0,0,0,0,0,0,1,0,GP,ED,
1UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,2,11,6,0,GP,ED,2 pre-flower heads might not bloom- very small
32UB,7,2018,August,1,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
31UB,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,GP,ED,1 pre-flower head very small; 1 stem broken
48UB,7,2018,August,1,1,3,F,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
10B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,GP,ED,
1B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,GP,ED,
2B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,GP,ED,
46B,7,2018,August,1,1,2,F,0,0,0,0,0,0,0,0,3,0,3,1,GP,ED,
31B,7,2018,August,1,1,4,F,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
4B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,GP,ED,
6B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,GP,ED,
7B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
8B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
47B,7,2018,August,1,1,24,R,0,0,0,0,0,0,0,0,0,0,1,2,GP,ED,
9B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,GP,ED,
5B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,GP,ED,
32B,7,2018,August,1,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
33B,7,2018,August,1,2,2,F,4,F,0,0,0,0,0,0,0,0,2,1,GP,ED,
3B,7,2018,August,1,4,1,F,1,F,4,F,12,R,0,0,0,1,5,2,GP,ED,
48B,7,2018,August,1,2,12,R,6,R,0,0,0,0,0,0,0,0,2,2,GP,ED,
12B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,1,14,8,0,GP,ED,
11B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,GP,ED,
13B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
14B,7,2018,August,1,3,2,F,4,F,5,F,0,0,0,0,0,1,4,2,GP,ED,
15B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,GP,ED,
45B,7,2018,August,1,1,3,F,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
36B,7,2018,August,1,3,12,R,5,F,12,R,0,0,0,0,0,0,3,3,GP,ED,
34B,7,2018,August,1,1,5,F,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
43B,7,2018,August,1,2,6,R,24,R,0,0,0,0,0,0,2,0,2,3,GP,ED,
44B,7,2018,August,1,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
20B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,1,15,8,0,GP,ED,
19B,7,2018,August,1,3,2,F,4,F,4,F,0,0,0,0,0,0,1,2,GP,ED,
35B,7,2018,August,1,1,7,F,0,0,0,0,0,0,0,0,0,0,1,1,GP,ED,
16B,7,2018,August,1,6,12,R,12,R,12,R,12,R,12,R,0,4,4,5,GP,ED,
18B,7,2018,August,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GP,ED,
17B,7,2018,August,1,1,1,F,0,0,0,0,0,0,0,0,1,0,1,0,GP,ED,1 pre-flower head very small; no stigma from yesterday
29B,7,2018,August,1,1,2,F,0,0,0,0,0,0,0,0,0,2,3,3,GP,ED,
30B,7,2018,August,1,1,1,F,0,0,0,0,0,0,0,0,2,2,3,3,GP,ED,
40B,7,2018,August,1,3,2,F,3,F,1,F,0,0,0,0,1,1,5,0,GP,ED,
39B,7,2018,August,1,1,6,F,0,0,0,0,0,0,0,0,1,0,2,5,GP,ED,
18B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,AR,AK,
17B,6,2018,July,30,1,3,F,0,0,0,0,0,0,0,0,0,0,1,1,AR,AK,
19UB,6,2018,July,30,2,1,F,1,F,0,0,0,0,0,0,0,14,8,2,AR,AK,
36UB,6,2018,July,30,3,12,R,12,R,12,R,0,0,0,0,3,2,4,3,AR,AK,
45UB,6,2018,July,30,7,12,R,12,R,12,R,12,R,12,R,3,9,3,5,AR,AK,
44UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,AR,AK,had 1 blooming flower head listed on data sheet but no flowers available; notes indicate it was close to blooming and would likely bloom later that day; changed # pre flower heads to 2 for accuracy; AR 14Feb2019
35UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,AR,AK,
11UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,AR,AK,
12UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,AR,AK,
18UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,AR,AK,
14UB,6,2018,July,30,3,5,F,1,F,24,R,0,0,0,0,1,2,2,3,AR,AK,
16UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,AR,AK,
34UB,6,2018,July,30,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,AR,AK,"no flower visible, but stigma"
43UB,6,2018,July,30,2,12,R,12,R,0,0,0,0,0,0,0,0,2,2,AR,AK,
15UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,AR,AK,
13UB,6,2018,July,30,1,72,R,0,0,0,0,0,0,0,0,0,0,1,1,AR,AK,
17UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,AR,AK,
20UB,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,AR,AK,
10B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,"MR, TE",AK,
1B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,"MR, TE",AK,
48B,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,1,2,1,"MR, TE",AK,
2B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,"MR, TE",AK,
46B,6,2018,July,30,1,24,R,0,0,0,0,0,0,0,0,1,0,2,2,"MR, TE",AK,
31B,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,"MR, TE",AK,
4B,6,2018,July,30,1,3,F,0,0,0,0,0,0,0,0,0,5,2,1,"MR, TE",AK,
3B,6,2018,July,30,5,24,R,36,R,12,R,12,R,24,R,0,0,5,9,"MR, TE",AK,
9B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,"MR, TE",AK,
5B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,"MR, TE",AK,
32B,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,"MR, TE",AK,
33B,6,2018,July,30,2,2,F,24,R,0,0,0,0,0,0,0,0,2,2,"MR, TE",AK,
47B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"MR, TE",AK,
8B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"MR, TE",AK,
7B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"MR, TE",AK,
6B,6,2018,July,30,16,12,R,12,R,12,R,12,R,12,R,0,1,6,5,"MR, TE",AK,
30B,6,2018,July,30,3,2,F,1,F,5,F,0,0,0,0,0,2,2,0,"MR, TE",AK,stigmas gone
29B,6,2018,July,30,2,3,F,5,F,0,0,0,0,0,0,0,1,3,2,"MR, TE",AK,
40B,6,2018,July,30,5,12,R,12,R,12,R,12,R,12,R,1,0,6,5,"MR, TE",AK,
39B,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,1,"MR, TE",AK,
28B,6,2018,July,30,1,12,R,0,0,0,0,0,0,0,0,0,0,1,2,"MR, TE",AK,
26B,6,2018,July,30,2,6,F,12,R,0,0,0,0,0,0,0,0,2,2,"MR, TE",AK,
38B,6,2018,July,30,1,4,F,0,0,0,0,0,0,0,0,0,0,1,1,"MR, TE",AK,
24B,6,2018,July,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"MR, TE",AK,
42B,6,2018,July,30,1,7,F,0,0,0,0,0,0,0,0,0,0,1,1,"MR, TE",AK,
37B,6,2018,July,30,2,1,F,2,F,0,0,0,0,0,0,0,0,2,1,"MR, TE",AK,
23B,6,2018,July,30,4,24,R,12,R,24,R,3,F,0,0,3,0,2,5,"MR, TE",AK,
